iter	Passed	Remaining
1673	14004	69656
1674	14013	69646
1675	14021	69638
1676	14029	69630
1677	14037	69621
1678	14046	69610
1679	14054	69602
1680	14062	69592
1681	14070	69583
1682	14078	69574
1683	14087	69565
1684	14095	69556
1685	14103	69546
1686	14111	69537
1687	14119	69528
1688	14127	69517
1689	14136	69510
1690	14144	69501
1691	14152	69493
1692	14161	69483
1693	14169	69474
1694	14177	69464
1695	14185	69455
1696	14193	69446
1697	14202	69438
1698	14210	69429
1699	14218	69420
1700	14227	69412
1701	14235	69402
1702	14242	69391
1703	14251	69381
1704	14259	69371
1705	14267	69361
1706	14275	69355
1707	14284	69348
1708	14292	69337
1709	14302	69338
1710	14314	69345
1711	14322	69336
1712	14332	69336
1713	14340	69326
1714	14348	69316
1715	14356	69305
1716	14364	69295
1717	14372	69286
1718	14381	69281
1719	14389	69271
1720	14399	69271
1721	14408	69262
1722	14416	69254
1723	14424	69246
1724	14432	69235
1725	14441	69226
1726	14448	69215
1727	14456	69204
1728	14464	69194
1729	14472	69185
1730	14480	69174
1731	14489	69165
1732	14497	69156
1733	14505	69146
1734	14513	69137
1735	14521	69129
1736	14530	69121
1737	14538	69110
1738	14546	69100
1739	14554	69089
1740	14562	69080
1741	14570	69070
1742	14578	69062
1743	14586	69052
1744	14595	69045
1745	14603	69035
1746	14611	69024
1747	14619	69015
1748	14627	69005
1749	14635	68995
1750	14643	68986
1751	14651	68977
1752	14659	68967
1753	14668	68959
1754	14676	68948
1755	14684	68940
1756	14692	68930
1757	14700	68922
1758	14709	68913
1759	14717	68903
1760	14725	68893
1761	14733	68883
1762	14741	68874
1763	14749	68863
1764	14757	68853
1765	14765	68843
1766	14773	68834
1767	14781	68823
1768	14789	68814
1769	14797	68804
1770	14806	68799
1771	14814	68790
1772	14824	68787
1773	14835	68789
1774	14845	68790
1775	14854	68783
1776	14862	68775
1777	14870	68766
1778	14879	68758
1779	14887	68748
1780	14895	68738
1781	14903	68730
1782	14911	68720
1783	14919	68712
1784	14928	68702
1785	14936	68694
1786	14945	68688
1787	14954	68681
1788	14962	68672
1789	14970	68661
1790	14978	68652
1791	14986	68643
1792	14994	68633
1793	15002	68625
1794	15011	68617
1795	15019	68608
1796	15027	68599
1797	15035	68589
1798	15044	68580
1799	15052	68571
1800	15060	68563
1801	15069	68554
1802	15078	68549
1803	15086	68541
1804	15094	68533
1805	15103	68524
1806	15111	68515
1807	15119	68506
1808	15127	68497
1809	15135	68487
1810	15143	68477
1811	15151	68467
1812	15159	68457
1813	15167	68447
1814	15175	68436
1815	15183	68428
1816	15192	68419
1817	15200	68411
1818	15208	68401
1819	15216	68392
1820	15225	68383
1821	15233	68374
1822	15241	68367
1823	15250	68357
1824	15258	68349
1825	15266	68339
1826	15274	68329
1827	15282	68321
1828	15290	68311
1829	15299	68302
1830	15307	68294
1831	15315	68285
1832	15324	68278
1833	15333	68272
1834	15341	68262
1835	15349	68252
1836	15357	68243
1837	15365	68234
1838	15374	68226
1839	15382	68220
1840	15391	68211
1841	15399	68202
1842	15408	68195
1843	15416	68185
1844	15424	68175
1845	15432	68165
1846	15440	68155
1847	15448	68145
1848	15456	68137
1849	15464	68127
1850	15472	68117
1851	15480	68107
1852	15488	68097
1853	15496	68086
1854	15504	68077
1855	15512	68068
1856	15520	68059
1857	15529	68052
1858	15537	68043
1859	15545	68033
1860	15554	68025
1861	15562	68015
1862	15570	68005
1863	15578	67996
1864	15586	67986
1865	15594	67976
1866	15602	67966
1867	15610	67957
1868	15618	67948
1869	15626	67938
1870	15634	67928
1871	15642	67919
1872	15650	67909
1873	15659	67900
1874	15666	67890
1875	15675	67882
1876	15683	67874
1877	15692	67865
1878	15700	67856
1879	15708	67847
1880	15716	67838
1881	15725	67830
1882	15733	67821
1883	15741	67812
1884	15749	67803
1885	15757	67793
1886	15765	67783
1887	15773	67774
1888	15782	67765
1889	15790	67755
1890	15799	67753
1891	15812	67762
1892	15820	67752
1893	15830	67751
1894	15838	67742
1895	15848	67741
1896	15857	67736
1897	15866	67731
1898	15876	67729
1899	15885	67723
1900	15895	67722
1901	15903	67711
1902	15914	67712
1903	15923	67708
1904	15932	67702
1905	15940	67694
1906	15949	67686
1907	15957	67677
1908	15965	67667
1909	15973	67658
1910	15981	67649
1911	15990	67640
1912	15998	67630
1913	16006	67622
1914	16014	67612
1915	16022	67603
1916	16030	67593
1917	16038	67584
1918	16047	67574
1919	16054	67564
1920	16063	67555
1921	16071	67547
1922	16079	67537
1923	16087	67526
1924	16095	67517
1925	16103	67508
1926	16111	67498
1927	16119	67487
1928	16127	67479
1929	16135	67469
1930	16143	67460
1931	16152	67450
1932	16160	67441
1933	16168	67432
1934	16176	67424
1935	16184	67414
1936	16192	67403
1937	16200	67393
1938	16208	67385
1939	16217	67377
1940	16225	67367
1941	16233	67357
1942	16241	67347
1943	16249	67338
1944	16257	67329
1945	16265	67320
1946	16274	67311
1947	16281	67300
1948	16289	67290
1949	16298	67283
1950	16306	67273
1951	16314	67264
1952	16322	67255
1953	16331	67246
1954	16339	67236
1955	16347	67227
1956	16355	67218
1957	16363	67209
1958	16372	67202
1959	16380	67193
1960	16388	67184
1961	16397	67178
1962	16405	67169
1963	16414	67160
1964	16422	67151
1965	16430	67142
1966	16438	67131
1967	16446	67122
1968	16454	67112
1969	16462	67103
1970	16470	67094
1971	16478	67084
1972	16487	67076
1973	16495	67067
1974	16503	67059
1975	16511	67050
1976	16520	67040
1977	16528	67033
1978	16536	67024
1979	16545	67016
1980	16553	67007
1981	16561	66998
1982	16570	66990
1983	16578	66981
1984	16586	66972
1985	16594	66963
1986	16603	66955
1987	16610	66944
1988	16619	66936
1989	16627	66927
1990	16635	66918
1991	16643	66909
1992	16651	66899
1993	16660	66891
1994	16668	66883
1995	16677	66875
1996	16685	66866
1997	16693	66856
1998	16701	66847
1999	16709	66839
2000	16718	66831
2001	16726	66823
2002	16734	66814
2003	16742	66804
2004	16751	66795
2005	16759	66789
2006	16768	66781
2007	16779	66782
2008	16787	66775
2009	16797	66771
2010	16808	66773
2011	16819	66774
2012	16827	66765
2013	16835	66757
2014	16843	66748
2015	16851	66739
2016	16860	66730
2017	16868	66721
2018	16876	66713
2019	16884	66703
2020	16893	66694
2021	16901	66685
2022	16909	66676
2023	16918	66671
2024	16926	66661
2025	16934	66651
2026	16942	66643
2027	16950	66633
2028	16959	66624
2029	16967	66615
2030	16975	66606
2031	16983	66596
2032	16991	66585
2033	16999	66578
2034	17008	66569
2035	17016	66559
2036	17023	66549
2037	17032	66540
2038	17040	66532
2039	17048	66522
2040	17056	66513
2041	17065	66508
2042	17075	66504
2043	17085	66502
2044	17096	66504
2045	17106	66503
2046	17118	66507
2047	17129	66510
2048	17140	66514
2049	17150	66512
2050	17162	66514
2051	17171	66509
2052	17179	66498
2053	17187	66489
2054	17195	66480
2055	17203	66470
2056	17211	66461
2057	17219	66452
2058	17227	66443
2059	17236	66435
2060	17244	66425
2061	17252	66416
2062	17260	66407
2063	17269	66401
2064	17278	66392
2065	17286	66382
2066	17294	66374
2067	17302	66366
2068	17311	66358
2069	17319	66348
2070	17327	66339
2071	17335	66330
2072	17343	66321
2073	17351	66311
2074	17359	66302
2075	17368	66293
2076	17376	66284
2077	17385	66278
2078	17393	66268
2079	17401	66261
2080	17410	66254
2081	17419	66246
2082	17427	66238
2083	17435	66229
2084	17444	66221
2085	17452	66213
2086	17460	66204
2087	17468	66194
2088	17477	66186
2089	17485	66177
2090	17493	66169
2091	17502	66159
2092	17510	66151
2093	17518	66142
2094	17526	66132
2095	17534	66123
2096	17542	66113
2097	17550	66104
2098	17558	66094
2099	17567	66085
2100	17575	66077
2101	17583	66068
2102	17591	66059
2103	17599	66049
2104	17608	66042
2105	17616	66033
2106	17624	66024
2107	17633	66015
2108	17641	66005
2109	17649	65996
2110	17657	65986
2111	17665	65977
2112	17673	65968
2113	17681	65959
2114	17689	65949
2115	17697	65940
2116	17705	65931
2117	17713	65921
2118	17721	65911
2119	17729	65901
2120	17737	65891
2121	17746	65883
2122	17754	65874
2123	17762	65866
2124	17770	65856
2125	17779	65849
2126	17788	65842
2127	17796	65832
2128	17804	65825
2129	17813	65817
2130	17821	65808
2131	17830	65800
2132	17838	65791
2133	17846	65782
2134	17854	65773
2135	17862	65763
2136	17870	65753
2137	17878	65744
2138	17886	65735
2139	17895	65728
2140	17904	65722
2141	17912	65712
2142	17921	65705
2143	17929	65695
2144	17931	65665
2145	17939	65654
2146	17947	65646
2147	17955	65637
2148	17963	65628
2149	17972	65619
2150	17980	65610
2151	17988	65601
2152	17998	65598
2153	18007	65592
2154	18016	65585
2155	18024	65578
2156	18035	65576
2157	18045	65574
2158	18056	65576
2159	18065	65572
2160	18074	65565
2161	18083	65558
2162	18091	65548
2163	18099	65538
2164	18107	65528
2165	18115	65520
2166	18123	65511
2167	18132	65504
2168	18140	65494
2169	18148	65484
2170	18156	65474
2171	18164	65465
2172	18172	65457
2173	18180	65447
2174	18189	65439
2175	18197	65429
2176	18205	65420
2177	18213	65412
2178	18222	65403
2179	18229	65392
2180	18238	65384
2181	18246	65375
2182	18254	65366
2183	18262	65358
2184	18270	65348
2185	18279	65340
2186	18287	65331
2187	18295	65322
2188	18303	65314
2189	18312	65305
2190	18320	65295
2191	18328	65285
2192	18336	65275
2193	18345	65271
2194	18353	65262
2195	18362	65254
2196	18370	65244
2197	18378	65235
2198	18386	65227
2199	18395	65218
2200	18403	65209
2201	18411	65202
2202	18419	65193
2203	18428	65184
2204	18436	65176
2205	18445	65168
2206	18453	65160
2207	18462	65152
2208	18470	65143
2209	18478	65133
2210	18486	65124
2211	18494	65114
2212	18502	65105
2213	18510	65097
2214	18519	65088
2215	18527	65078
2216	18535	65070
2217	18543	65060
2218	18551	65050
2219	18559	65042
2220	18567	65033
2221	18575	65023
2222	18583	65013
2223	18591	65004
2224	18600	64995
2225	18608	64986
2226	18616	64977
2227	18624	64966
2228	18632	64957
2229	18640	64947
2230	18648	64938
2231	18656	64929
2232	18664	64919
2233	18672	64910
2234	18680	64901
2235	18688	64892
2236	18696	64882
2237	18704	64872
2238	18713	64864
2239	18721	64856
2240	18729	64847
2241	18737	64837
2242	18746	64830
2243	18754	64821
2244	18762	64813
2245	18771	64805
2246	18780	64798
2247	18788	64789
2248	18796	64781
2249	18804	64772
2250	18813	64763
2251	18821	64755
2252	18830	64747
2253	18838	64739
2254	18846	64731
2255	18855	64722
2256	18863	64714
2257	18872	64706
2258	18880	64698
2259	18889	64690
2260	18897	64683
2261	18906	64676
2262	18914	64667
2263	18922	64659
2264	18931	64650
2265	18939	64641
2266	18948	64634
2267	18956	64626
2268	18964	64617
2269	18973	64608
2270	18981	64600
2271	18990	64592
2272	18998	64583
2273	19006	64574
2274	19014	64565
2275	19022	64556
2276	19030	64547
2277	19038	64537
2278	19046	64527
2279	19054	64518
2280	19062	64508
2281	19070	64499
2282	19078	64490
2283	19086	64480
2284	19094	64469
2285	19102	64459
2286	19110	64450
2287	19118	64440
2288	19126	64431
2289	19134	64422
2290	19142	64411
2291	19150	64403
2292	19158	64394
2293	19166	64384
2294	19174	64375
2295	19182	64364
2296	19190	64354
2297	19198	64345
2298	19206	64336
2299	19215	64328
2300	19223	64319
2301	19231	64310
2302	19239	64301
2303	19247	64293
2304	19255	64283
2305	19264	64274
2306	19272	64266
2307	19280	64257
2308	19288	64248
2309	19296	64239
2310	19305	64231
2311	19313	64223
2312	19322	64214
2313	19330	64208
2314	19338	64198
2315	19346	64189
2316	19354	64179
2317	19362	64169
2318	19371	64160
2319	19379	64151
2320	19386	64141
2321	19394	64131
2322	19402	64122
2323	19410	64113
2324	19419	64103
2325	19427	64096
2326	19435	64087
2327	19443	64077
2328	19452	64068
2329	19460	64060
2330	19468	64051
2331	19476	64041
2332	19484	64032
2333	19492	64024
2334	19501	64015
2335	19508	64005
2336	19517	63997
2337	19525	63987
2338	19533	63977
2339	19541	63967
2340	19549	63958
2341	19557	63951
2342	19565	63941
2343	19573	63932
2344	19581	63923
2345	19589	63913
2346	19598	63905
2347	19606	63896
2348	19614	63887
2349	19622	63878
2350	19630	63869
2351	19638	63859
2352	19647	63851
2353	19655	63842
2354	19663	63833
2355	19671	63825
2356	19679	63815
2357	19688	63806
2358	19696	63797
2359	19704	63787
2360	19712	63778
2361	19720	63769
2362	19728	63759
2363	19735	63749
2364	19744	63740
2365	19752	63732
2366	19760	63723
2367	19768	63714
2368	19776	63705
2369	19784	63695
2370	19793	63687
2371	19801	63678
2372	19809	63668
2373	19817	63659
2374	19825	63650
2375	19833	63640
2376	19841	63630
2377	19849	63621
2378	19857	63612
2379	19865	63603
2380	19873	63594
2381	19882	63587
2382	19890	63578
2383	19899	63570
2384	19907	63560
2385	19915	63551
2386	19923	63541
2387	19930	63531
2388	19938	63522
2389	19947	63514
2390	19955	63504
2391	19963	63496
2392	19971	63486
2393	19979	63477
2394	19987	63466
2395	19995	63457
2396	20003	63447
2397	20010	63437
2398	20019	63428
2399	20027	63419
2400	20035	63409
2401	20043	63400
2402	20050	63390
2403	20058	63380
2404	20067	63372
2405	20075	63362
2406	20083	63353
2407	20091	63344
2408	20099	63334
2409	20107	63325
2410	20115	63317
2411	20123	63308
2412	20131	63299
2413	20140	63291
2414	20148	63283
2415	20156	63273
2416	20165	63265
2417	20173	63256
2418	20181	63247
2419	20189	63237
2420	20197	63228
2421	20205	63218
2422	20213	63209
2423	20221	63199
2424	20229	63189
2425	20237	63180
2426	20244	63170
2427	20253	63162
2428	20261	63153
2429	20269	63144
2430	20277	63134
2431	20285	63125
2432	20293	63115
2433	20301	63105
2434	20309	63096
2435	20317	63087
2436	20325	63078
2437	20334	63072
2438	20342	63064
2439	20351	63055
2440	20359	63045
2441	20366	63035
2442	20374	63025
2443	20383	63017
2444	20391	63008
2445	20399	62998
2446	20407	62989
2447	20415	62980
2448	20423	62970
2449	20431	62961
2450	20439	62952
2451	20447	62943
2452	20455	62934
2453	20463	62924
2454	20471	62914
2455	20479	62905
2456	20487	62896
2457	20495	62887
2458	20503	62878
2459	20512	62870
2460	20520	62860
2461	20527	62851
2462	20536	62842
2463	20544	62834
2464	20552	62824
2465	20560	62816
2466	20568	62807
2467	20576	62798
2468	20585	62789
2469	20593	62780
2470	20601	62771
2471	20609	62762
2472	20618	62754
2473	20625	62744
2474	20634	62736
2475	20642	62727
2476	20650	62718
2477	20658	62709
2478	20666	62700
2479	20674	62691
2480	20683	62683
2481	20691	62674
2482	20699	62665
2483	20707	62655
2484	20715	62646
2485	20723	62638
2486	20732	62629
2487	20740	62620
2488	20748	62611
2489	20756	62602
2490	20764	62593
2491	20772	62584
2492	20780	62574
2493	20788	62565
2494	20796	62556
2495	20804	62548
2496	20812	62538
2497	20821	62530
2498	20829	62521
2499	20837	62512
2500	20845	62503
2501	20854	62495
2502	20862	62488
2503	20870	62479
2504	20879	62470
2505	20887	62462
2506	20895	62453
2507	20903	62444
2508	20911	62435
2509	20919	62425
2510	20928	62417
2511	20936	62408
2512	20944	62400
2513	20952	62390
2514	20960	62382
2515	20969	62374
2516	20977	62365
2517	20985	62356
2518	20993	62347
2519	21001	62338
2520	21009	62329
2521	21017	62319
2522	21026	62311
2523	21034	62302
2524	21042	62293
2525	21050	62285
2526	21058	62275
2527	21066	62266
2528	21074	62256
2529	21082	62247
2530	21090	62238
2531	21098	62229
2532	21106	62220
2533	21114	62211
2534	21122	62201
2535	21131	62193
2536	21138	62183
2537	21146	62174
2538	21154	62164
2539	21162	62155
2540	21170	62145
2541	21178	62136
2542	21186	62127
2543	21194	62118
2544	21202	62109
2545	21210	62099
2546	21218	62090
2547	21227	62082
2548	21235	62072
2549	21243	62062
2550	21251	62054
2551	21259	62045
2552	21267	62035
2553	21275	62026
2554	21283	62017
2555	21291	62008
2556	21299	62000
2557	21307	61990
2558	21315	61981
2559	21323	61972
2560	21332	61965
2561	21340	61955
2562	21349	61949
2563	21357	61940
2564	21365	61931
2565	21373	61922
2566	21381	61913
2567	21389	61904
2568	21398	61895
2569	21406	61885
2570	21413	61875
2571	21421	61867
2572	21430	61858
2573	21438	61849
2574	21446	61839
2575	21454	61830
2576	21462	61821
2577	21470	61812
2578	21478	61802
2579	21486	61793
2580	21494	61784
2581	21502	61775
2582	21510	61765
2583	21518	61757
2584	21526	61748
2585	21534	61738
2586	21543	61731
2587	21552	61726
2588	21560	61717
2589	21569	61709
2590	21577	61700
2591	21585	61691
2592	21593	61683
2593	21601	61674
2594	21610	61665
2595	21618	61656
2596	21626	61647
2597	21633	61637
2598	21642	61629
2599	21650	61619
2600	21658	61610
2601	21666	61601
2602	21674	61592
2603	21682	61583
2604	21690	61573
2605	21698	61564
2606	21706	61555
2607	21714	61546
2608	21722	61536
2609	21730	61527
2610	21738	61517
2611	21746	61508
2612	21754	61499
2613	21762	61491
2614	21770	61482
2615	21778	61473
2616	21786	61464
2617	21795	61456
2618	21803	61447
2619	21811	61439
2620	21819	61430
2621	21827	61420
2622	21835	61411
2623	21843	61401
2624	21852	61395
2625	21860	61387
2626	21869	61378
2627	21877	61370
2628	21885	61361
2629	21893	61352
2630	21901	61343
2631	21910	61334
2632	21918	61326
2633	21926	61317
2634	21934	61308
2635	21942	61299
2636	21950	61289
2637	21958	61281
2638	21966	61272
2639	21974	61262
2640	21982	61253
2641	21990	61244
2642	21998	61235
2643	22006	61226
2644	22014	61217
2645	22023	61209
2646	22031	61201
2647	22039	61192
2648	22048	61183
2649	22056	61174
2650	22064	61166
2651	22072	61157
2652	22080	61147
2653	22088	61139
2654	22097	61130
2655	22105	61122
2656	22113	61113
2657	22121	61103
2658	22129	61095
2659	22137	61086
2660	22145	61077
2661	22153	61068
2662	22161	61059
2663	22170	61051
2664	22178	61042
2665	22186	61033
2666	22194	61023
2667	22202	61014
2668	22210	61005
2669	22218	60995
2670	22226	60986
2671	22234	60977
2672	22242	60968
2673	22250	60958
2674	22257	60949
2675	22266	60941
2676	22274	60932
2677	22283	60926
2678	22291	60916
2679	22299	60907
2680	22307	60898
2681	22316	60891
2682	22325	60886
2683	22335	60880
2684	22343	60871
2685	22351	60862
2686	22359	60853
2687	22367	60844
2688	22375	60834
2689	22383	60827
2690	22391	60818
2691	22400	60809
2692	22408	60801
2693	22416	60791
2694	22424	60782
2695	22432	60774
2696	22440	60765
2697	22448	60755
2698	22456	60746
2699	22464	60738
2700	22472	60728
2701	22480	60720
2702	22489	60711
2703	22497	60702
2704	22505	60693
2705	22513	60684
2706	22521	60675
2707	22529	60666
2708	22538	60658
2709	22546	60650
2710	22554	60640
2711	22562	60631
2712	22569	60622
2713	22578	60613
2714	22586	60604
2715	22594	60595
2716	22602	60587
2717	22610	60578
2718	22618	60569
2719	22627	60560
2720	22635	60551
2721	22643	60542
2722	22651	60533
2723	22659	60525
2724	22667	60516
2725	22675	60507
2726	22683	60498
2727	22692	60490
2728	22700	60480
2729	22708	60471
2730	22716	60463
2731	22724	60454
2732	22732	60445
2733	22740	60436
2734	22748	60427
2735	22756	60418
2736	22764	60409
2737	22772	60400
2738	22781	60391
2739	22788	60382
2740	22797	60373
2741	22805	60364
2742	22813	60355
2743	22821	60346
2744	22829	60338
2745	22838	60330
2746	22846	60322
2747	22854	60314
2748	22862	60305
2749	22871	60296
2750	22879	60288
2751	22887	60279
2752	22895	60270
2753	22903	60261
2754	22911	60252
2755	22919	60243
2756	22927	60233
2757	22935	60224
2758	22943	60215
2759	22951	60206
2760	22959	60197
2761	22968	60189
2762	22976	60180
2763	22984	60171
2764	22992	60161
2765	23000	60154
2766	23008	60144
2767	23016	60135
2768	23024	60127
2769	23033	60118
2770	23041	60109
2771	23049	60101
2772	23057	60092
2773	23065	60083
2774	23073	60075
2775	23081	60065
2776	23089	60056
2777	23097	60047
2778	23105	60037
2779	23113	60029
2780	23121	60020
2781	23129	60011
2782	23138	60002
2783	23146	59994
2784	23154	59986
2785	23162	59977
2786	23171	59968
2787	23179	59959
2788	23187	59950
2789	23195	59942
2790	23203	59933
2791	23211	59924
2792	23219	59915
2793	23227	59906
2794	23235	59897
2795	23244	59889
2796	23252	59880
2797	23260	59871
2798	23269	59866
2799	23277	59857
2800	23285	59848
2801	23293	59838
2802	23301	59829
2803	23309	59820
2804	23317	59811
2805	23326	59803
2806	23333	59793
2807	23342	59784
2808	23350	59775
2809	23357	59766
2810	23366	59758
2811	23374	59748
2812	23382	59739
2813	23390	59730
2814	23398	59722
2815	23406	59713
2816	23414	59704
2817	23422	59695
2818	23430	59686
2819	23439	59678
2820	23447	59669
2821	23455	59660
2822	23463	59651
2823	23471	59642
2824	23479	59633
2825	23487	59624
2826	23495	59615
2827	23503	59606
2828	23511	59598
2829	23519	59588
2830	23527	59578
2831	23535	59569
2832	23543	59560
2833	23551	59551
2834	23559	59542
2835	23567	59534
2836	23575	59524
2837	23583	59516
2838	23592	59507
2839	23600	59498
2840	23607	59489
2841	23616	59481
2842	23624	59472
2843	23632	59463
2844	23640	59454
2845	23648	59445
2846	23656	59436
2847	23664	59428
2848	23672	59419
2849	23681	59410
2850	23688	59401
2851	23697	59392
2852	23705	59383
2853	23713	59374
2854	23721	59365
2855	23729	59356
2856	23737	59347
2857	23745	59339
2858	23753	59330
2859	23762	59321
2860	23769	59312
2861	23778	59303
2862	23786	59295
2863	23794	59286
2864	23802	59277
2865	23810	59267
2866	23818	59258
2867	23826	59251
2868	23834	59242
2869	23843	59233
2870	23851	59224
2871	23859	59215
2872	23866	59206
2873	23874	59197
2874	23883	59189
2875	23891	59180
2876	23899	59172
2877	23907	59163
2878	23916	59154
2879	23924	59145
2880	23932	59137
2881	23940	59128
2882	23948	59120
2883	23956	59111
2884	23965	59102
2885	23972	59093
2886	23980	59084
2887	23989	59075
2888	23997	59067
2889	24005	59058
2890	24013	59049
2891	24021	59041
2892	24030	59032
2893	24038	59024
2894	24046	59015
2895	24054	59006
2896	24062	58998
2897	24070	58989
2898	24078	58980
2899	24087	58971
2900	24095	58963
2901	24103	58955
2902	24111	58946
2903	24119	58937
2904	24128	58929
2905	24136	58921
2906	24144	58912
2907	24152	58903
2908	24161	58895
2909	24169	58886
2910	24177	58877
2911	24185	58868
2912	24193	58860
2913	24201	58851
2914	24210	58843
2915	24218	58834
2916	24225	58824
2917	24234	58816
2918	24242	58808
2919	24250	58799
2920	24259	58793
2921	24267	58784
2922	24276	58776
2923	24284	58767
2924	24292	58758
2925	24300	58749
2926	24308	58740
2927	24316	58731
2928	24324	58722
2929	24332	58714
2930	24340	58705
2931	24348	58696
2932	24357	58688
2933	24365	58679
2934	24373	58670
2935	24381	58662
2936	24389	58653
2937	24397	58644
2938	24406	58636
2939	24414	58627
2940	24422	58619
2941	24431	58611
2942	24439	58602
2943	24447	58593
2944	24455	58585
2945	24463	58576
2946	24471	58566
2947	24479	58558
2948	24487	58548
2949	24495	58540
2950	24503	58531
2951	24512	58523
2952	24520	58514
2953	24528	58505
2954	24536	58496
2955	24544	58487
2956	24552	58479
2957	24560	58470
2958	24568	58461
2959	24576	58452
2960	24584	58443
2961	24592	58434
2962	24600	58424
2963	24608	58416
2964	24616	58407
2965	24625	58399
2966	24633	58391
2967	24641	58382
2968	24650	58375
2969	24658	58367
2970	24666	58358
2971	24674	58349
2972	24682	58340
2973	24690	58331
2974	24698	58322
2975	24707	58313
2976	24715	58304
2977	24723	58296
2978	24731	58288
2979	24739	58279
2980	24748	58271
2981	24756	58262
2982	24765	58256
2983	24774	58250
2984	24782	58241
2985	24793	58239
2986	24802	58233
2987	24811	58226
2988	24819	58217
2989	24827	58208
2990	24835	58199
2991	24843	58190
2992	24851	58181
2993	24859	58172
2994	24867	58163
2995	24875	58154
2996	24883	58145
2997	24891	58136
2998	24900	58128
2999	24908	58118
3000	24916	58110
3001	24924	58101
3002	24932	58092
3003	24940	58083
3004	24948	58075
3005	24956	58065
3006	24964	58056
3007	24972	58048
3008	24980	58038
3009	24988	58029
3010	24996	58020
3011	25004	58011
3012	25012	58002
3013	25020	57993
3014	25028	57985
3015	25039	57983
3016	25050	57980
3017	25060	57975
3018	25068	57967
3019	25077	57960
3020	25085	57952
3021	25094	57943
3022	25102	57934
3023	25109	57925
3024	25118	57917
3025	25126	57908
3026	25134	57899
3027	25142	57891
3028	25150	57882
3029	25158	57872
3030	25166	57863
3031	25174	57855
3032	25182	57846
3033	25191	57838
3034	25199	57829
3035	25207	57820
3036	25215	57812
3037	25223	57802
3038	25231	57793
3039	25240	57786
3040	25248	57777
3041	25256	57768
3042	25264	57759
3043	25272	57750
3044	25280	57741
3045	25288	57734
3046	25296	57725
3047	25305	57716
3048	25313	57708
3049	25321	57699
3050	25329	57690
3051	25337	57682
3052	25345	57673
3053	25354	57665
3054	25362	57656
3055	25370	57647
3056	25378	57638
3057	25386	57629
3058	25394	57621
3059	25402	57612
3060	25410	57603
3061	25418	57594
3062	25426	57585
3063	25434	57577
3064	25443	57568
3065	25450	57559
3066	25458	57550
3067	25467	57541
3068	25475	57532
3069	25483	57524
3070	25491	57515
3071	25499	57506
3072	25507	57497
3073	25515	57488
3074	25523	57479
3075	25531	57471
3076	25539	57462
3077	25547	57453
3078	25555	57443
3079	25563	57434
3080	25571	57426
3081	25579	57417
3082	25587	57408
3083	25596	57400
3084	25604	57391
3085	25612	57382
3086	25620	57373
3087	25628	57365
3088	25637	57358
3089	25645	57349
3090	25653	57340
3091	25661	57332
3092	25669	57323
3093	25677	57314
3094	25685	57305
3095	25693	57296
3096	25701	57287
3097	25710	57279
3098	25718	57270
3099	25726	57262
3100	25734	57253
3101	25742	57244
3102	25750	57235
3103	25758	57226
3104	25766	57218
3105	25775	57209
3106	25783	57200
3107	25791	57193
3108	25800	57185
3109	25808	57178
3110	25816	57168
3111	25824	57160
3112	25833	57151
3113	25841	57143
3114	25849	57134
3115	25857	57125
3116	25865	57116
3117	25873	57107
3118	25882	57099
3119	25890	57090
3120	25898	57082
3121	25906	57073
3122	25914	57064
3123	25922	57055
3124	25930	57046
3125	25938	57037
3126	25946	57028
3127	25954	57019
3128	25962	57010
3129	25970	57002
3130	25978	56993
3131	25986	56984
3132	25994	56975
3133	26002	56966
3134	26010	56958
3135	26018	56949
3136	26027	56940
3137	26035	56932
3138	26043	56924
3139	26051	56915
3140	26059	56906
3141	26067	56897
3142	26075	56889
3143	26084	56880
3144	26092	56872
3145	26100	56863
3146	26108	56855
3147	26116	56846
3148	26124	56837
3149	26133	56829
3150	26141	56820
3151	26149	56811
3152	26157	56802
3153	26165	56794
3154	26173	56784
3155	26181	56775
3156	26189	56767
3157	26197	56758
3158	26205	56749
3159	26213	56740
3160	26221	56731
3161	26229	56723
3162	26237	56714
3163	26245	56705
3164	26253	56696
3165	26262	56688
3166	26270	56680
3167	26279	56672
3168	26287	56663
3169	26295	56654
3170	26303	56645
3171	26311	56636
3172	26319	56627
3173	26327	56619
3174	26335	56611
3175	26343	56602
3176	26352	56595
3177	26360	56586
3178	26368	56577
3179	26376	56569
3180	26385	56561
3181	26393	56552
3182	26401	56543
3183	26409	56535
3184	26418	56527
3185	26426	56519
3186	26434	56510
3187	26442	56500
3188	26450	56491
3189	26458	56483
3190	26466	56474
3191	26474	56466
3192	26482	56456
3193	26490	56448
3194	26498	56439
3195	26506	56430
3196	26514	56421
3197	26522	56412
3198	26530	56403
3199	26538	56393
3200	26546	56385
3201	26554	56376
3202	26562	56367
3203	26570	56358
3204	26578	56350
3205	26586	56341
3206	26595	56333
3207	26603	56324
3208	26611	56315
3209	26619	56306
3210	26627	56297
3211	26635	56288
3212	26643	56279
3213	26651	56272
3214	26660	56265
3215	26668	56256
3216	26676	56247
3217	26684	56239
3218	26692	56230
3219	26701	56221
3220	26709	56212
3221	26717	56203
3222	26725	56195
3223	26733	56186
3224	26741	56177
3225	26749	56169
3226	26758	56161
