iter	MAE
1562	0.6732758349
1563	0.6729574896
1564	0.6727350613
1565	0.6726559215
1566	0.6726232271
1567	0.6724679656
1568	0.6723912229
1569	0.6723088886
1570	0.6722024009
1571	0.6717582832
1572	0.6717066748
1573	0.6714522537
1574	0.6712209276
1575	0.6711785749
1576	0.6710385106
1577	0.6708961734
1578	0.6707908806
1579	0.6702257454
1580	0.6700784134
1581	0.6699722323
1582	0.669743341
1583	0.6695564006
1584	0.6691145255
1585	0.6690286699
1586	0.6687689255
1587	0.6684284687
1588	0.6683219161
1589	0.6682019474
1590	0.6681178129
1591	0.6680539186
1592	0.6677661904
1593	0.6676195473
1594	0.6674028497
1595	0.6671358478
1596	0.6662115137
1597	0.6660238192
1598	0.6655455273
1599	0.6652819474
1600	0.6652107906
1601	0.6650272909
1602	0.6649861153
1603	0.6647013688
1604	0.6646418654
1605	0.6644232067
1606	0.664154839
1607	0.6640541466
1608	0.663994414
1609	0.6638654487
1610	0.6638025245
1611	0.6637080987
1612	0.6635642781
1613	0.6635073693
1614	0.6633318817
1615	0.6632268811
1616	0.663049085
1617	0.6629293157
1618	0.6627961388
1619	0.6626971604
1620	0.662638178
1621	0.6624977296
1622	0.6621923392
1623	0.6621803233
1624	0.6620772705
1625	0.6619612454
1626	0.6619329073
1627	0.6617019379
1628	0.6616482974
1629	0.6614209926
1630	0.6613351856
1631	0.6610878608
1632	0.660792793
1633	0.6607535092
1634	0.6607142247
1635	0.6605847836
1636	0.6603172421
1637	0.6602174366
1638	0.6600112108
1639	0.6590754291
1640	0.6589896102
1641	0.6587142894
1642	0.6585492938
1643	0.6584736482
1644	0.6583956863
1645	0.6582176654
1646	0.6581537028
1647	0.6580638453
1648	0.6580224647
1649	0.6579235771
1650	0.6577702624
1651	0.6575438034
1652	0.6574521775
1653	0.6574079144
1654	0.6565320619
1655	0.6564615642
1656	0.6563908354
1657	0.6559380865
1658	0.6558062457
1659	0.6557179444
1660	0.6556690911
1661	0.6555767748
1662	0.6554826583
1663	0.6554600295
1664	0.6552533678
1665	0.6552370977
1666	0.6551830482
1667	0.655138885
1668	0.655051428
1669	0.6550124188
1670	0.6549965158
1671	0.6548026346
1672	0.6546206999
1673	0.6544767567
1674	0.6543125376
1675	0.6540687636
1676	0.6540337102
1677	0.653928598
1678	0.6539149344
1679	0.6538391383
1680	0.6537058478
1681	0.6534279879
1682	0.6533141536
1683	0.6532729829
1684	0.653180579
1685	0.6529971443
1686	0.6528235695
1687	0.6524506091
1688	0.6522096928
1689	0.6521749935
1690	0.6521088832
1691	0.6520256264
1692	0.6518135693
1693	0.6517292297
1694	0.6512152833
1695	0.6510927238
1696	0.6509714989
1697	0.6508499609
1698	0.6500880357
1699	0.6499077928
1700	0.6493777866
1701	0.6493410333
1702	0.6491092434
1703	0.6489901311
1704	0.648937895
1705	0.6486936754
1706	0.6483741878
1707	0.64828943
1708	0.6481689982
1709	0.6479531324
1710	0.64791703
1711	0.6476031957
1712	0.6475083872
1713	0.6473919467
1714	0.647192521
1715	0.6469969921
1716	0.6469390371
1717	0.6465299129
1718	0.6464364641
1719	0.6460248235
1720	0.6459521609
1721	0.6458486024
1722	0.6456895419
1723	0.6452376024
1724	0.6452107918
1725	0.6451370538
1726	0.6451015544
1727	0.6448487356
1728	0.6447399802
1729	0.6447233617
1730	0.6445907305
1731	0.6443586542
1732	0.6443102557
1733	0.6440891102
1734	0.6439623565
1735	0.6439141315
1736	0.6436460293
1737	0.6435684973
1738	0.643500146
1739	0.643440652
1740	0.6433426777
1741	0.6432859247
1742	0.6429102868
1743	0.6428540567
1744	0.6428004231
1745	0.6427218493
1746	0.6426243889
1747	0.6425579177
1748	0.6424941712
1749	0.6423365576
1750	0.6423116298
1751	0.6421734006
1752	0.6417329719
1753	0.6416717274
1754	0.6415763255
1755	0.6413316558
1756	0.6410460213
1757	0.6407531976
1758	0.6405767002
1759	0.640448596
1760	0.6403455033
1761	0.6399666275
1762	0.639861208
1763	0.6397986325
1764	0.6396610142
1765	0.6389815322
1766	0.6389464147
1767	0.6388776128
1768	0.6388480834
1769	0.6387876863
1770	0.6385012273
1771	0.6384064857
1772	0.6383328041
1773	0.6381456261
1774	0.638118757
1775	0.6378841678
1776	0.6378017439
1777	0.6377125571
1778	0.6375605009
1779	0.637503177
1780	0.6374904296
1781	0.6373581878
1782	0.6371834337
1783	0.6371210924
1784	0.6370330869
1785	0.6368696437
1786	0.6366930468
1787	0.6366179551
1788	0.6365633569
1789	0.6364426592
1790	0.6358867277
1791	0.6357060223
1792	0.6356749999
1793	0.6356578186
1794	0.6352686051
1795	0.634871378
1796	0.6344624421
1797	0.6344067059
1798	0.6343121128
1799	0.6336771819
1800	0.6336520199
1801	0.6332896401
1802	0.632971275
1803	0.6327509785
1804	0.6327325639
1805	0.632608534
1806	0.632483215
1807	0.6322691369
1808	0.6322230213
1809	0.6318464088
1810	0.6316893014
1811	0.6315909942
1812	0.6315018845
1813	0.6314118753
1814	0.6312645788
1815	0.6310793883
1816	0.6310436595
1817	0.6310112259
1818	0.6309500161
1819	0.6305662563
1820	0.6302909852
1821	0.630054912
1822	0.6299846993
1823	0.6296989616
1824	0.629643586
1825	0.6294972781
1826	0.6294641031
1827	0.6293315783
1828	0.6292433837
1829	0.6290549478
1830	0.6287327752
1831	0.6285741448
1832	0.628524495
1833	0.62837219
1834	0.6283323552
1835	0.6282820185
1836	0.6282525033
1837	0.6281341386
1838	0.627981748
1839	0.627877295
1840	0.6278103684
1841	0.6277386507
1842	0.627651599
1843	0.6275947163
1844	0.6272110754
1845	0.6271532061
1846	0.6271281166
1847	0.6269546416
1848	0.6268012492
1849	0.626440714
1850	0.6263048463
1851	0.6262435375
1852	0.6261908429
1853	0.6258740554
1854	0.6258035015
1855	0.6255493635
1856	0.62542226
1857	0.6253905828
1858	0.6253238316
1859	0.6252878254
1860	0.6251769672
1861	0.6246999024
1862	0.6246569683
1863	0.6245239351
1864	0.6244763895
1865	0.6242860712
1866	0.6242227526
1867	0.6241677459
1868	0.624126014
1869	0.6240525956
1870	0.6239500984
1871	0.6235094224
1872	0.6234869502
1873	0.623048369
1874	0.6226955655
1875	0.6224521176
1876	0.6223587707
1877	0.6222242808
1878	0.6220127027
1879	0.6218834253
1880	0.6216537861
1881	0.6215047308
1882	0.6214471229
1883	0.6212345856
1884	0.6211784129
1885	0.6211252429
1886	0.6210769523
1887	0.6208309458
1888	0.6205996825
1889	0.6205358618
1890	0.620046024
1891	0.6199900122
1892	0.6197507431
1893	0.6196765387
1894	0.6195127192
1895	0.6194310547
1896	0.6193893948
1897	0.6191575338
1898	0.6188706134
1899	0.6180416729
1900	0.6179314798
1901	0.6178239228
1902	0.6176409908
1903	0.6175498401
1904	0.6174614903
1905	0.6174172894
1906	0.6173205913
1907	0.6171502701
1908	0.6165205
1909	0.6160624411
1910	0.6159830627
1911	0.6159334991
1912	0.6151490963
1913	0.6151018258
1914	0.614331951
1915	0.6142938356
1916	0.613697271
1917	0.6136335743
1918	0.6135488378
1919	0.6134809555
1920	0.6129841249
1921	0.6128901604
1922	0.6117522631
1923	0.6116745984
1924	0.6116362223
1925	0.611509499
1926	0.6113524919
1927	0.611257204
1928	0.611219782
1929	0.6111498623
1930	0.6106518785
1931	0.6105927835
1932	0.6105190765
1933	0.6104730306
1934	0.6104618183
1935	0.6101353786
1936	0.6095602065
1937	0.6093802178
1938	0.6088996543
1939	0.6085247214
1940	0.6083149263
1941	0.6081244161
1942	0.6080666152
1943	0.6080496978
1944	0.6078415388
1945	0.6076163663
1946	0.6075314352
1947	0.6073815646
1948	0.6073020851
1949	0.6072356068
1950	0.6071617008
1951	0.6070261766
1952	0.6069652999
1953	0.6067124416
1954	0.60656497
1955	0.6064782126
1956	0.6063315641
1957	0.6061468068
1958	0.6060769126
1959	0.605612078
1960	0.6055925258
1961	0.6055609909
1962	0.6054613004
1963	0.6053664956
1964	0.6053435038
1965	0.60533471
1966	0.6053020493
1967	0.6052768742
1968	0.605217513
1969	0.6051621354
1970	0.6050968989
1971	0.6050616932
1972	0.605019581
1973	0.6048983846
1974	0.6047095099
1975	0.6044570027
1976	0.6044014728
1977	0.6042702175
1978	0.6039462053
1979	0.6036816826
1980	0.6035730293
1981	0.6034308824
1982	0.603180231
1983	0.6031456989
1984	0.6028995622
1985	0.6028030232
1986	0.6026464627
1987	0.6023607647
1988	0.6022562091
1989	0.6019647307
1990	0.6018823409
1991	0.6018083922
1992	0.601707828
1993	0.6015708515
1994	0.6013560455
1995	0.6013383709
1996	0.6010575328
1997	0.6009412342
1998	0.6008797622
1999	0.6007069774
2000	0.6006441486
2001	0.600481682
2002	0.6003489981
2003	0.6002485421
2004	0.6001936396
2005	0.5996210749
2006	0.5993825306
2007	0.5993573403
2008	0.5991628814
2009	0.5991018935
2010	0.5985192098
2011	0.5984512291
2012	0.5983479732
2013	0.5982526958
2014	0.5981636927
2015	0.5981342946
2016	0.5979796655
2017	0.5978263201
2018	0.5977738533
2019	0.5975243188
2020	0.5974607002
2021	0.5974089867
2022	0.5968674862
2023	0.5967149211
2024	0.596539267
2025	0.5964915243
2026	0.5964094734
2027	0.5963538271
2028	0.5962709283
2029	0.5962453144
2030	0.5960614378
2031	0.595972868
2032	0.5959574734
2033	0.5959435627
2034	0.5958993455
2035	0.5957113808
2036	0.5956235715
2037	0.595451638
2038	0.5950833819
2039	0.5949516023
2040	0.5948318596
2041	0.5947579051
2042	0.594673528
2043	0.5944579497
2044	0.5943789249
2045	0.594313846
2046	0.5942570621
2047	0.5941505944
2048	0.593970725
2049	0.5938684721
2050	0.5938294951
2051	0.5937623376
2052	0.5937386995
2053	0.5936750052
2054	0.5935736171
2055	0.5935412001
2056	0.5934156048
2057	0.5932001393
2058	0.592715862
2059	0.5921689419
2060	0.5916383154
2061	0.5915866415
2062	0.591553578
2063	0.5914456249
2064	0.5913607563
2065	0.5912824777
2066	0.5907610795
2067	0.5907386577
2068	0.5905794578
2069	0.590569962
2070	0.5904784997
2071	0.5903753829
2072	0.5903684113
2073	0.5902904704
2074	0.5901148944
2075	0.5899237251
2076	0.5898697974
2077	0.5897850034
2078	0.589681808
2079	0.5895597295
2080	0.5895364159
2081	0.5894945829
2082	0.5892080321
2083	0.5891481391
2084	0.5890472862
2085	0.5889592226
2086	0.5888427478
2087	0.5887900137
2088	0.588671967
2089	0.5885536703
2090	0.5884624651
2091	0.5883734497
2092	0.5883361385
2093	0.588213027
2094	0.5880546502
2095	0.587986631
2096	0.5879114626
2097	0.5877742739
2098	0.5876191756
2099	0.5874522775
2100	0.5873609913
2101	0.5872468803
2102	0.5871832303
2103	0.5871545003
2104	0.5871172421
2105	0.5865447732
2106	0.5864508313
2107	0.5863837977
2108	0.5862471168
2109	0.5858330268
2110	0.5857621281
2111	0.585463995
2112	0.5852142785
2113	0.5844796403
2114	0.5844371161
2115	0.5843302192
2116	0.5842402006
2117	0.5840635123
2118	0.5840529094
2119	0.5840241355
2120	0.583861194
2121	0.5835465386
2122	0.5835055056
2123	0.5832078209
2124	0.583049163
2125	0.5824536675
2126	0.5823346352
2127	0.5822845088
2128	0.5820894151
2129	0.5816734912
2130	0.5816166105
2131	0.58141188
2132	0.5812091869
2133	0.5809087367
2134	0.5807045181
2135	0.5806313935
2136	0.5806110114
2137	0.5804235153
2138	0.5803327682
2139	0.580210932
2140	0.580013573
2141	0.5799714949
2142	0.5799125969
2143	0.5798317457
2144	0.5796464672
2145	0.5796261697
2146	0.5793283481
2147	0.5791018144
2148	0.579023604
2149	0.5789706775
2150	0.5787137937
2151	0.5785891943
2152	0.5784742398
2153	0.5783918227
2154	0.5783373594
2155	0.5781455046
2156	0.5780273542
2157	0.5780074001
2158	0.5779377769
2159	0.5777818834
2160	0.5777082031
2161	0.57762014
2162	0.5776029946
2163	0.5769875762
2164	0.5768836487
2165	0.5766963297
2166	0.5766557787
2167	0.5765540787
2168	0.5765190211
2169	0.5764969887
2170	0.5764221121
2171	0.5755709905
2172	0.5750017158
2173	0.5748918327
2174	0.574822261
2175	0.5745724707
2176	0.5745100082
2177	0.5744688077
2178	0.5743699078
2179	0.5743479265
2180	0.5742423484
2181	0.5741020285
2182	0.5738988844
2183	0.5737298119
2184	0.573664051
2185	0.5736019527
2186	0.5735065879
2187	0.5733818027
2188	0.5732874614
2189	0.5732579042
2190	0.5731658339
2191	0.5731072116
2192	0.5730481433
2193	0.5730155506
2194	0.5729692203
2195	0.5729092444
2196	0.5728803601
2197	0.5727384573
2198	0.5726026557
2199	0.5725419006
2200	0.5724828062
2201	0.5724482896
2202	0.5720173439
2203	0.5718127597
2204	0.5717410835
2205	0.5709113039
2206	0.5708832934
2207	0.5707473652
2208	0.5706902157
2209	0.5703887534
2210	0.5703093195
2211	0.5700208221
2212	0.5699769317
2213	0.5698949698
2214	0.5698104376
2215	0.5697725012
2216	0.5696142709
2217	0.5695509039
2218	0.5694868847
2219	0.569326045
2220	0.5691119617
2221	0.5689481738
2222	0.5689249743
2223	0.5688490725
2224	0.5684925376
2225	0.5684589248
2226	0.5681363933
2227	0.5681045914
2228	0.5679140373
2229	0.5678604407
2230	0.5677642494
2231	0.567694265
2232	0.5673656023
2233	0.5672682127
2234	0.5671938523
2235	0.5671223462
2236	0.5669234588
2237	0.5668887517
2238	0.5665481607
2239	0.5664490972
2240	0.566047548
2241	0.5656938555
2242	0.5656219003
2243	0.5655858667
2244	0.5655542211
2245	0.5654247882
2246	0.5653720234
2247	0.5651953513
2248	0.5649418502
2249	0.5642432423
2250	0.5641838795
2251	0.5641315878
2252	0.564109194
2253	0.5640786873
2254	0.5637778295
2255	0.5637240985
2256	0.5635166887
2257	0.5633316361
2258	0.5632914501
2259	0.5632485992
2260	0.5631149755
2261	0.5630213859
2262	0.5629634257
2263	0.5629152624
2264	0.5627939061
2265	0.5626339308
2266	0.562240952
2267	0.5621648321
2268	0.5621385667
2269	0.5621035149
2270	0.5620765006
2271	0.5620182741
2272	0.5619089413
2273	0.5618358577
2274	0.561790065
2275	0.5617110436
2276	0.5616742422
2277	0.5616180198
2278	0.5615715914
2279	0.5615390876
2280	0.5614923107
2281	0.5614160232
2282	0.5613865006
2283	0.5613050892
2284	0.5611275552
2285	0.5610909159
2286	0.561054638
2287	0.5609066124
2288	0.560835155
2289	0.5604467445
2290	0.5603496896
2291	0.5603230955
2292	0.5602410595
2293	0.560080311
2294	0.5600435814
2295	0.5599454156
2296	0.5599199222
2297	0.5597236398
2298	0.5595096657
2299	0.5594531384
2300	0.5594244015
2301	0.5591924723
2302	0.5591228889
2303	0.5590178593
2304	0.5589808198
2305	0.5589106738
2306	0.5588072789
2307	0.5586834667
2308	0.5586001841
2309	0.5585396679
2310	0.5581661136
2311	0.5580369755
2312	0.5580015817
2313	0.5579112021
2314	0.557873098
2315	0.5578210309
2316	0.5578069161
2317	0.5577039296
2318	0.5576782863
2319	0.557607016
2320	0.5574834494
2321	0.5573566432
2322	0.557194134
2323	0.5568846893
2324	0.556868548
2325	0.5568425157
2326	0.5566971777
2327	0.5564841743
2328	0.5564529891
2329	0.5564280408
2330	0.5563097611
2331	0.5562555526
2332	0.5561830897
2333	0.5561198062
2334	0.5556030567
2335	0.5555350176
2336	0.5554165314
2337	0.5553972117
2338	0.5552244566
2339	0.555211475
2340	0.5551766635
2341	0.5550311042
2342	0.5549745277
2343	0.554927594
2344	0.5548388854
2345	0.5547941868
2346	0.5547299147
2347	0.5546681146
2348	0.5544231129
2349	0.5543484215
2350	0.5542912226
2351	0.5542780037
2352	0.5542135497
2353	0.5540753598
2354	0.5537675171
2355	0.5535969862
2356	0.5534458709
2357	0.5534246006
2358	0.5532952269
2359	0.5525668865
2360	0.5523898566
2361	0.5523028302
2362	0.5521088211
2363	0.5520529084
2364	0.5519795426
2365	0.5518366203
2366	0.5510930755
2367	0.550984366
2368	0.5507589418
2369	0.5506939393
2370	0.5505947412
2371	0.5505483282
2372	0.5503381952
2373	0.5500163464
2374	0.5499260755
2375	0.5499029923
2376	0.5496571669
2377	0.5495395866
2378	0.5494105134
2379	0.5491865938
2380	0.5488034741
2381	0.5487179905
2382	0.5487056382
2383	0.5480450706
2384	0.548004439
2385	0.54794547
2386	0.5478375297
2387	0.547698716
2388	0.5475956731
2389	0.5474113347
2390	0.5472156127
2391	0.5471780143
2392	0.547123221
2393	0.5470094093
2394	0.5469812943
2395	0.5469224398
2396	0.5468974198
2397	0.5468836532
2398	0.5468312437
2399	0.5467756183
2400	0.5467145635
2401	0.5465620597
2402	0.5463811044
2403	0.5462943595
2404	0.5462208925
2405	0.5461003159
2406	0.5460114997
2407	0.5459840525
2408	0.5458714124
2409	0.5457961082
2410	0.5457178783
2411	0.5454774739
2412	0.5452969082
2413	0.5452487588
2414	0.5448218718
2415	0.544766243
2416	0.5447379008
2417	0.5446555285
2418	0.5446335445
2419	0.5446183439
2420	0.5445403627
2421	0.5445182355
2422	0.5442202686
2423	0.5442016498
2424	0.5441487867
2425	0.5441174943
2426	0.544088907
2427	0.544056389
2428	0.5439187326
2429	0.5434134213
2430	0.5433575414
2431	0.5432890296
2432	0.5432742339
2433	0.5432255106
2434	0.5431341208
2435	0.5427324078
2436	0.5426482527
2437	0.5423615139
2438	0.5422749327
2439	0.5422089596
2440	0.5419477211
2441	0.541843517
2442	0.5417662518
2443	0.5416512219
2444	0.5416194347
2445	0.5415903137
2446	0.5414511157
2447	0.5412242019
2448	0.54120339
2449	0.5411763648
2450	0.540830561
2451	0.5407824014
2452	0.5406277207
2453	0.5406028309
2454	0.5404732263
2455	0.5403402528
2456	0.5402320742
2457	0.5399593835
2458	0.5393253805
2459	0.5390740456
2460	0.5389881276
2461	0.537824496
2462	0.537658422
2463	0.5375941255
2464	0.5374027829
2465	0.5373582072
2466	0.537152646
2467	0.5371277624
2468	0.5370099334
2469	0.5368766003
2470	0.5367906575
2471	0.5367522116
2472	0.5365466286
2473	0.5364698006
2474	0.5363721351
2475	0.5361821888
2476	0.5361189164
2477	0.5360663703
2478	0.5360168328
2479	0.5356779171
2480	0.5355663845
2481	0.5355424246
2482	0.5354095494
2483	0.5353884364
2484	0.5353650909
2485	0.5351843484
2486	0.5348682206
2487	0.5348426232
2488	0.5347877599
2489	0.5347267788
2490	0.5345882043
2491	0.5344236223
2492	0.5344089317
2493	0.5341493224
2494	0.5340840548
2495	0.5340463624
2496	0.5335803372
2497	0.5335678232
2498	0.5335306515
2499	0.5334329596
2500	0.5334200273
2501	0.5332604912
2502	0.5330953763
2503	0.5330648675
2504	0.53296133
2505	0.5328751223
2506	0.5325552792
2507	0.5324735072
2508	0.5322474107
2509	0.5319865618
2510	0.5318262759
2511	0.5317380663
2512	0.5317126966
2513	0.5316716518
2514	0.5315949239
2515	0.5315114424
2516	0.5310441013
2517	0.5310130954
2518	0.5309552917
2519	0.5308790137
2520	0.5305870804
2521	0.530447544
2522	0.5304296203
2523	0.5304204748
2524	0.5303194233
2525	0.5302309173
2526	0.530210381
2527	0.5301615757
2528	0.5301178193
2529	0.5298130782
2530	0.5297908235
2531	0.5297625488
2532	0.5297407747
2533	0.5296958241
2534	0.529624609
2535	0.5295883341
2536	0.5294670965
2537	0.529341716
2538	0.5293017583
2539	0.5288110082
2540	0.5282488801
2541	0.5280492935
2542	0.5279707231
2543	0.5278837056
2544	0.5276683258
2545	0.5276223133
2546	0.5274804651
2547	0.5274485837
2548	0.5274235445
2549	0.5273163746
2550	0.5272987793
2551	0.5271743026
2552	0.5270998329
2553	0.5270792858
2554	0.5270613907
2555	0.5270347883
2556	0.5269844639
2557	0.5266720793
2558	0.5266398979
2559	0.5265708013
2560	0.5265301637
2561	0.5263789899
2562	0.5263356975
2563	0.5263192018
2564	0.5262879456
2565	0.5262799722
2566	0.526245378
2567	0.5261242159
2568	0.5261038022
2569	0.5260705888
2570	0.526047967
2571	0.5258354162
2572	0.5257970356
2573	0.5257265738
2574	0.5256596805
2575	0.5256355086
2576	0.5255486835
2577	0.5255412515
2578	0.5254638085
2579	0.5253645632
2580	0.5251764854
2581	0.5251414982
2582	0.5251342683
2583	0.5247464355
2584	0.5247014858
2585	0.5244702079
2586	0.5243618436
2587	0.5242685091
2588	0.5241643006
2589	0.5239886134
2590	0.5239444703
2591	0.5236118362
2592	0.523251689
2593	0.5232017764
2594	0.5231501989
2595	0.5230492109
2596	0.5230155532
2597	0.5224368952
2598	0.5224059753
2599	0.5223032354
2600	0.5222237104
2601	0.5221856215
2602	0.5221169736
2603	0.5219791503
2604	0.5212918203
2605	0.5212257787
2606	0.5211767515
2607	0.5211525607
2608	0.5211288592
2609	0.5210901682
2610	0.5209720856
2611	0.5208395936
2612	0.52080117
2613	0.5207684401
2614	0.5205208384
2615	0.5204421695
2616	0.5203684994
2617	0.5202814455
2618	0.5201647208
2619	0.5201176534
2620	0.5199878082
2621	0.5198834272
2622	0.5198526541
2623	0.5198291521
2624	0.5195153362
2625	0.5194647603
2626	0.5194164624
2627	0.5193351336
2628	0.5191917121
2629	0.5191459614
2630	0.5190886843
2631	0.5189774662
2632	0.518846931
2633	0.518771948
2634	0.5187283147
2635	0.5185477377
2636	0.5184158455
2637	0.5182878444
2638	0.5181798709
2639	0.5180993506
2640	0.5179337451
2641	0.5178360906
2642	0.5175885211
2643	0.5175595883
2644	0.5175103438
2645	0.5173853912
2646	0.5173365688
2647	0.5172977174
2648	0.5172750055
2649	0.5172549691
2650	0.5172234155
2651	0.5171448047
2652	0.5170174281
2653	0.5168477781
2654	0.5168028518
2655	0.5166249003
2656	0.5165451398
2657	0.5165053568
2658	0.5164428127
2659	0.5163668158
2660	0.5158999494
2661	0.5157873729
2662	0.5157218023
2663	0.5154646061
2664	0.5154341599
2665	0.5153602928
2666	0.515275315
2667	0.5152267493
2668	0.5151532029
2669	0.5151156284
2670	0.5150037913
2671	0.5149657278
2672	0.5149358924
2673	0.5148772709
2674	0.5148535643
2675	0.5147084423
2676	0.5146384548
2677	0.5145739184
2678	0.5145409337
2679	0.5144962041
2680	0.5144462224
2681	0.5144237329
2682	0.5143304229
2683	0.5142760044
2684	0.5142177916
2685	0.5140835896
2686	0.5139014917
2687	0.5138412253
2688	0.5133063888
2689	0.5132906532
2690	0.513164115
2691	0.5131417308
2692	0.5131196488
2693	0.5130258637
2694	0.5128594176
2695	0.5127566628
2696	0.512574772
2697	0.5124130217
2698	0.5123905872
2699	0.5121789521
2700	0.5121353078
2701	0.5119463009
2702	0.5118868666
2703	0.5118672382
2704	0.5117214039
2705	0.5115947621
2706	0.5115192052
2707	0.511473052
2708	0.5113557571
2709	0.5113074874
2710	0.5112424274
2711	0.5110733355
2712	0.5110185714
2713	0.5109327224
2714	0.5107936367
2715	0.5107384162
2716	0.5107080146
2717	0.5106503432
2718	0.5104833746
2719	0.5104207177
2720	0.5102120651
2721	0.5099112244
2722	0.5098807274
2723	0.5097100169
2724	0.5095389511
2725	0.5094677484
2726	0.5093851272
2727	0.5092092077
2728	0.5091945253
2729	0.5091581046
2730	0.5091184463
2731	0.5090099364
2732	0.5085059354
2733	0.5084029248
2734	0.5081462652
2735	0.5080750887
2736	0.5080243914
2737	0.5079464932
2738	0.5078675807
2739	0.5077379876
2740	0.5077087442
2741	0.5075464297
2742	0.5074700469
2743	0.5074231862
2744	0.5073442869
2745	0.5072951454
2746	0.5072687128
2747	0.5071741162
2748	0.5071294082
2749	0.5068141954
2750	0.5067626338
2751	0.5066870807
2752	0.5066432799
2753	0.5060804544
2754	0.5059897206
2755	0.5058710843
2756	0.5055648738
2757	0.505517545
2758	0.5055064232
2759	0.5054164633
2760	0.5053353955
2761	0.5052466946
2762	0.5052369941
2763	0.5050128299
2764	0.5049155369
2765	0.5048165656
2766	0.504707136
2767	0.5046599749
2768	0.5045639855
2769	0.5045455555
2770	0.5045295304
2771	0.5045208492
2772	0.5043976684
2773	0.5038785097
2774	0.5038655615
2775	0.5038326532
2776	0.5035440511
2777	0.5035256788
2778	0.5034927811
2779	0.5034204187
2780	0.5034026715
2781	0.5032849919
2782	0.503272823
2783	0.5029855828
2784	0.5027456091
2785	0.5027309091
2786	0.5026492815
2787	0.5025444729
2788	0.5024720478
2789	0.5024320755
2790	0.502403768
2791	0.5023603059
2792	0.5022166978
2793	0.5021863776
2794	0.501699577
2795	0.5016609231
2796	0.5007572117
2797	0.5005963123
2798	0.5004970999
2799	0.5004720723
2800	0.5004028418
2801	0.5003847748
2802	0.5002884475
2803	0.5002423694
2804	0.5002333267
2805	0.4996795726
2806	0.4996313971
2807	0.4995767701
2808	0.4995385398
2809	0.4991706614
2810	0.4990977244
2811	0.4990775589
2812	0.4990599811
2813	0.4990063961
2814	0.4989616965
2815	0.4989346271
2816	0.4989097265
2817	0.4988600619
2818	0.4987461106
2819	0.4986435382
2820	0.4985777812
2821	0.4984932652
2822	0.4984790433
2823	0.4984251159
2824	0.4983773662
2825	0.4981113871
2826	0.4980560972
2827	0.4979843504
2828	0.4978149156
2829	0.4977555877
2830	0.4977313641
2831	0.4977052033
2832	0.4976482302
2833	0.497578278
2834	0.4974617546
2835	0.4973226017
2836	0.4973086594
2837	0.4972577943
2838	0.4972441045
2839	0.4971861346
2840	0.4971582575
2841	0.4971260588
2842	0.4970478172
2843	0.4968889999
2844	0.4968503877
2845	0.4967514133
2846	0.496604048
2847	0.4965524603
2848	0.4964619936
2849	0.4963859849
2850	0.4963578186
2851	0.4960298282
2852	0.4959067929
2853	0.4958702781
2854	0.4957831173
2855	0.4957711205
2856	0.4955969316
2857	0.495498033
2858	0.4954618491
2859	0.4954016035
2860	0.4953869368
2861	0.495320127
2862	0.4952636041
2863	0.4952207523
2864	0.4951349671
2865	0.4950864127
2866	0.4950370414
2867	0.4949237682
2868	0.4948555712
2869	0.4946251864
2870	0.4945305289
2871	0.494382837
2872	0.4943639472
2873	0.4943411665
2874	0.4943110511
2875	0.4941807312
2876	0.4939922766
2877	0.4939231742
2878	0.4937835422
2879	0.4937149826
2880	0.4936834729
2881	0.4936454867
2882	0.4936154874
2883	0.4934202699
2884	0.4934129963
2885	0.493387297
2886	0.4931481425
2887	0.4930996144
2888	0.4930048068
2889	0.4929771546
2890	0.4929318499
2891	0.4929061839
2892	0.4925000945
2893	0.4924032087
2894	0.4922568358
2895	0.4922082421
2896	0.4919547228
2897	0.4917352733
2898	0.4914696288
2899	0.4914131858
2900	0.4913242167
2901	0.491279465
2902	0.4911444436
2903	0.4909807504
2904	0.4909134021
2905	0.4908939031
2906	0.4908359531
2907	0.4907983092
2908	0.4907781946
2909	0.4906987794
2910	0.4905710907
2911	0.4904818304
2912	0.4901055471
2913	0.4900493018
2914	0.4899693569
2915	0.4899252494
2916	0.4898602612
2917	0.4898278961
2918	0.4897838071
2919	0.4897054583
2920	0.4895847746
2921	0.4893485689
2922	0.4892015747
2923	0.4890945191
2924	0.4890366285
2925	0.4889156595
2926	0.4888927278
2927	0.4888160187
2928	0.4886981484
2929	0.4885469178
2930	0.4884888375
2931	0.4884363089
2932	0.4883976975
2933	0.4881984679
2934	0.4880129521
2935	0.4879530305
2936	0.4879422317
2937	0.4879180085
2938	0.4878002616
2939	0.4877019346
2940	0.4876522851
2941	0.4876251256
2942	0.4875439373
2943	0.4874752021
2944	0.4871608314
2945	0.4871055772
2946	0.4868295158
2947	0.4867944505
2948	0.4867074133
2949	0.4866452767
2950	0.4865473066
2951	0.4864097781
2952	0.4863503751
2953	0.4862859433
2954	0.4862427906
2955	0.4861790936
2956	0.4861574696
2957	0.4858334132
2958	0.4857839227
2959	0.4857134238
2960	0.4856333241
2961	0.4855860544
2962	0.4852850259
2963	0.4852231818
2964	0.4850773282
2965	0.4850425452
2966	0.4849428547
2967	0.4843593576
2968	0.4843153571
2969	0.4842849112
2970	0.4842426154
2971	0.4841451369
2972	0.4840778148
2973	0.4838104927
