iter	MAE
272	1.233467829
273	1.232906365
274	1.231776601
275	1.23158941
276	1.23104302
277	1.23035272
278	1.229874795
279	1.228976893
280	1.227517225
281	1.227045117
282	1.226336383
283	1.224373004
284	1.223759864
285	1.223478089
286	1.222645719
287	1.222025804
288	1.22138698
289	1.220723454
290	1.219907532
291	1.218761481
292	1.218306264
293	1.217518126
294	1.216442761
295	1.21596912
296	1.214409212
297	1.213640119
298	1.212567192
299	1.211635178
300	1.209879038
301	1.209095789
302	1.207188168
303	1.206666149
304	1.206448946
305	1.205139474
306	1.204901699
307	1.204526262
308	1.203119867
309	1.201915532
310	1.201787588
311	1.200516214
312	1.199510249
313	1.198158181
314	1.197426663
315	1.196715794
316	1.195910281
317	1.194643672
318	1.193685869
319	1.193062623
320	1.191938695
321	1.191073389
322	1.189379841
323	1.188201028
324	1.187405898
325	1.186740185
326	1.185585157
327	1.183337168
328	1.182184452
329	1.181287671
330	1.178882085
331	1.178107713
332	1.177707896
333	1.176813049
334	1.175438965
335	1.174204886
336	1.173530736
337	1.172821926
338	1.171951204
339	1.17075161
340	1.168820776
341	1.168138045
342	1.167024557
343	1.166277212
344	1.164896753
345	1.162084048
346	1.161032167
347	1.160552278
348	1.159868445
349	1.158567625
350	1.158092622
351	1.157188427
352	1.156561149
353	1.154980677
354	1.154868248
355	1.153921949
356	1.152344899
357	1.15194074
358	1.151146444
359	1.150111161
360	1.148755672
361	1.148110346
362	1.147689177
363	1.146880609
364	1.1463491
365	1.145812777
366	1.14405337
367	1.142646881
368	1.141502545
369	1.140501429
370	1.139634655
371	1.13893652
372	1.137442196
373	1.136348754
374	1.135862077
375	1.135588539
376	1.134517217
377	1.133456421
378	1.133363589
379	1.132952243
380	1.13130022
381	1.130638071
382	1.129705368
383	1.129222912
384	1.12831505
385	1.128044537
386	1.127796579
387	1.127310182
388	1.126507899
389	1.126010854
390	1.124342324
391	1.123363086
392	1.123174614
393	1.122053074
394	1.121526126
395	1.120970287
396	1.119895372
397	1.119151583
398	1.118895841
399	1.118038372
400	1.117087606
401	1.116835819
402	1.115981303
403	1.115638314
404	1.114682027
405	1.113401182
406	1.112898864
407	1.112228172
408	1.111744984
409	1.110643195
410	1.110105292
411	1.108737762
412	1.107476653
413	1.107075029
414	1.105721538
415	1.104124294
416	1.103723046
417	1.102719817
418	1.102287896
419	1.101073125
420	1.100133552
421	1.099722547
422	1.099381217
423	1.098564702
424	1.097707738
425	1.09702411
426	1.096245739
427	1.095257428
428	1.094367979
429	1.093251681
430	1.092264297
431	1.09136004
432	1.090426057
433	1.089478493
434	1.088866218
435	1.08848569
436	1.088142515
437	1.087573686
438	1.086650153
439	1.086318798
440	1.085339424
441	1.084115774
442	1.083773539
443	1.083119037
444	1.082732867
445	1.08221328
446	1.081172028
447	1.079947659
448	1.079472571
449	1.078831581
450	1.078338838
451	1.077237987
452	1.076543615
453	1.07593973
454	1.075320668
455	1.074970986
456	1.074174888
457	1.073681271
458	1.073356708
459	1.072398551
460	1.07168444
461	1.070980597
462	1.067870085
463	1.06708358
464	1.066483999
465	1.065618181
466	1.064738842
467	1.064262785
468	1.063342457
469	1.062613288
470	1.061918886
471	1.061021638
472	1.058966015
473	1.058303446
474	1.057307856
475	1.056502596
476	1.056183145
477	1.055228966
478	1.054670233
479	1.053351541
480	1.053102012
481	1.052767958
482	1.052228042
483	1.051406123
484	1.051177566
485	1.050843014
486	1.049962314
487	1.049090152
488	1.048524635
489	1.048096704
490	1.047368949
491	1.046659096
492	1.046277972
493	1.04577407
494	1.045355392
495	1.044807126
496	1.044433177
497	1.043447099
498	1.042400228
499	1.04159758
500	1.040844972
501	1.0403945
502	1.039928919
503	1.039133066
504	1.038773152
505	1.037497337
506	1.037165137
507	1.036611744
508	1.035332025
509	1.034984453
510	1.034715678
511	1.033983894
512	1.033403443
513	1.033210027
514	1.031606707
515	1.030858661
516	1.030550729
517	1.028070037
518	1.027319118
519	1.026532769
520	1.025688442
521	1.024683368
522	1.02403535
523	1.022831773
524	1.022206219
525	1.021207466
526	1.02095693
527	1.020249126
528	1.019603318
529	1.018267447
530	1.017770264
531	1.017377585
532	1.016485161
533	1.015663521
534	1.015397517
535	1.014772306
536	1.013591164
537	1.012892038
538	1.012389791
539	1.011876375
540	1.011444713
541	1.010960391
542	1.010056276
543	1.009512323
544	1.008820861
545	1.008577276
546	1.008145927
547	1.007851225
548	1.006673471
549	1.005738119
550	1.004790855
551	1.003812177
552	1.00264771
553	1.001531094
554	1.000798579
555	0.9997402147
556	0.9995281225
557	0.9991898076
558	0.9984697006
559	0.9977063374
560	0.9970849328
561	0.9964912928
562	0.9961405596
563	0.9956095375
564	0.994872484
565	0.9945207686
566	0.9936005899
567	0.9930304703
568	0.9928983203
569	0.9926524795
570	0.9923967107
571	0.9920986723
572	0.9915352877
573	0.9896484505
574	0.9891277835
575	0.9883596289
576	0.9874639313
577	0.9868873381
578	0.9853646206
579	0.9848304584
580	0.9839129909
581	0.9834773895
582	0.982601195
583	0.9814242528
584	0.980970294
585	0.9804385323
586	0.9790878585
587	0.9786355813
588	0.9777947505
589	0.9772590023
590	0.976786963
591	0.9765347893
592	0.9762393078
593	0.9758019223
594	0.9741094362
595	0.9727939246
596	0.9721052944
597	0.9714447521
598	0.9705958725
599	0.9703996467
600	0.9700479663
601	0.969679151
602	0.9690098893
603	0.9673541333
604	0.9664846714
605	0.9660034206
606	0.9656170928
607	0.9648699994
608	0.9645257082
609	0.963990209
610	0.9636767604
611	0.9622876404
612	0.9620548434
613	0.9614648066
614	0.9610098415
615	0.9603076245
616	0.9593659219
617	0.9592528436
618	0.9589779637
619	0.9585033476
620	0.9579034295
621	0.9577188261
622	0.9567489032
623	0.9562971714
624	0.9555732517
625	0.9551682472
626	0.9548600671
627	0.95453713
628	0.9541248873
629	0.9536278042
630	0.9530455872
631	0.9526400357
632	0.9518350891
633	0.9511486896
634	0.9502494668
635	0.9499673484
636	0.9495104767
637	0.9490170121
638	0.9481039713
639	0.9478819745
640	0.9473857867
641	0.9466477882
642	0.9462145349
643	0.945892644
644	0.9457606943
645	0.9451371038
646	0.9442590649
647	0.9438230027
648	0.9433071513
649	0.9429991314
650	0.9421431048
651	0.9411562007
652	0.9408242284
653	0.9403623395
654	0.9399514597
655	0.9397622889
656	0.9386506698
657	0.9383848875
658	0.9379272213
659	0.9376575515
660	0.9371327173
661	0.9370285788
662	0.9364379944
663	0.9359314202
664	0.9354715215
665	0.9348206865
666	0.9344705365
667	0.9342310307
668	0.9339501719
669	0.9336196244
670	0.9332185832
671	0.9328477271
672	0.9325463691
673	0.9320922733
674	0.9319010459
675	0.9313424989
676	0.930593139
677	0.9304515163
678	0.9301362559
679	0.9298628011
680	0.9295561497
681	0.929085757
682	0.9283007915
683	0.9278264473
684	0.9275802832
685	0.9268087107
686	0.926422215
687	0.9258711013
688	0.9256650381
689	0.9248009631
690	0.9243003121
691	0.9236662542
692	0.9233286931
693	0.9229350538
694	0.9223532952
695	0.9217117844
696	0.9210653828
697	0.9207912091
698	0.9205862074
699	0.9201387428
700	0.9198620425
701	0.919751532
702	0.9194702031
703	0.9188109084
704	0.9183332635
705	0.9180225373
706	0.917806172
707	0.9174624896
708	0.9170533342
709	0.9164731555
710	0.9159516348
711	0.9154887234
712	0.9150814471
713	0.9148245865
714	0.9143359432
715	0.9134053855
716	0.913228793
717	0.9129271419
718	0.9123099982
719	0.9119391116
720	0.9112558045
721	0.9110657813
722	0.9105397931
723	0.9101227122
724	0.9094843407
725	0.9087958824
726	0.908311737
727	0.9077323202
728	0.9070936814
729	0.906656163
730	0.9057274737
731	0.9048414661
732	0.9039520577
733	0.9030184986
734	0.9026001253
735	0.901622409
736	0.9013482351
737	0.9007660218
738	0.9000741873
739	0.8993245954
740	0.8988075777
741	0.8985383209
742	0.8982592202
743	0.897743136
744	0.8968077061
745	0.8962301432
746	0.8956275441
747	0.8950245952
748	0.8946740021
749	0.8934899789
750	0.8932288621
751	0.8924607193
752	0.8919926371
753	0.8915471727
754	0.891072991
755	0.890874043
756	0.8906242555
757	0.890436692
758	0.8896473271
759	0.8893842121
760	0.8891159169
761	0.8886897848
762	0.8881909236
763	0.8878603269
764	0.8875982325
765	0.887363314
766	0.8866458115
767	0.8862172497
768	0.8842621886
769	0.8840366459
770	0.8837263907
771	0.8834393087
772	0.8833738377
773	0.8829258149
774	0.8828136787
775	0.8823718484
776	0.8819807039
777	0.8818077363
778	0.8813981065
779	0.8797174628
780	0.8790792962
781	0.878646611
782	0.8782322714
783	0.8779610853
784	0.8775859256
785	0.8773002712
786	0.8767262973
787	0.8755698769
788	0.8751466051
789	0.8748473861
790	0.8744211618
791	0.8741598716
792	0.873794438
793	0.8734390463
794	0.8732102131
795	0.873045694
796	0.8728527572
797	0.8724038739
798	0.8718517595
799	0.8711720063
800	0.8710752852
801	0.8706027003
802	0.8703478365
803	0.8701165103
804	0.8698557677
805	0.8695359076
806	0.8688251406
807	0.8684691102
808	0.8682034869
809	0.8681479495
810	0.866909139
811	0.8661859875
812	0.8658999415
813	0.8655610115
814	0.8651737095
815	0.8644937651
816	0.8642768319
817	0.8640635485
818	0.8635215164
819	0.8633613859
820	0.8632596929
821	0.8629070699
822	0.8628383123
823	0.8627026026
824	0.8622180916
825	0.8620448658
826	0.8618109276
827	0.8614653351
828	0.8609966284
829	0.8606505836
830	0.8605253213
831	0.8601117496
832	0.8599473343
833	0.8596334824
834	0.8594098046
835	0.8587883514
836	0.858581443
837	0.8583322717
838	0.8578024933
839	0.8574694701
840	0.8572749169
841	0.8570084542
842	0.8566967033
843	0.8564777316
844	0.8560314446
845	0.8558314305
846	0.8557727198
847	0.855547428
848	0.8549511503
849	0.8548208125
850	0.8542428957
851	0.8535559422
852	0.8527755661
853	0.8525289233
854	0.852245617
855	0.8518761414
856	0.8514451626
857	0.85128936
858	0.8505022745
859	0.8499971153
860	0.8494952824
861	0.8491221852
862	0.848748809
863	0.848576917
864	0.8482483103
865	0.8479580182
866	0.8476963282
867	0.8475034751
868	0.8472602985
869	0.847048934
870	0.8461814418
871	0.8459700309
872	0.8458023175
873	0.8452429172
874	0.8449976287
875	0.8447103767
876	0.8444031011
877	0.8439030426
878	0.8435662022
879	0.8430342202
880	0.842753667
881	0.842247671
882	0.841754638
883	0.8406890724
884	0.8403602709
885	0.8397996649
886	0.8396483864
887	0.8395190729
888	0.8389720935
889	0.8385968175
890	0.8384051859
891	0.838175938
892	0.8377175267
893	0.8374435917
894	0.8368298384
895	0.8365240357
896	0.8363433754
897	0.8361530261
898	0.8358772346
899	0.8356965421
900	0.8353699773
901	0.8351120825
902	0.8342867675
903	0.8341217663
904	0.833808116
905	0.8336717728
906	0.8332577077
907	0.8330989915
908	0.8327473776
909	0.8323131228
910	0.8320863811
911	0.831818396
912	0.8314982246
913	0.8312401873
914	0.8308352321
915	0.8302685516
916	0.8299816057
917	0.8298334973
918	0.8295814389
919	0.8292706506
920	0.8291110292
921	0.8286758646
922	0.8283405189
923	0.8278620046
924	0.8272786048
925	0.8267218219
926	0.8263787659
927	0.8259647157
928	0.8258246395
929	0.8256129414
930	0.8255313598
931	0.8254197878
932	0.8251134125
933	0.8247697617
934	0.8243623616
935	0.8241425575
936	0.8238624157
937	0.8236956234
938	0.8235361239
939	0.8232449816
940	0.8228127912
941	0.8220695595
942	0.8219068421
943	0.8217203608
944	0.8215804044
945	0.8214273719
946	0.8211758729
947	0.8210748269
948	0.8207349641
949	0.8204950543
950	0.8197694985
951	0.8195972398
952	0.8191154128
953	0.8190374996
954	0.8187987793
955	0.8187197525
956	0.8184770891
957	0.8160688475
958	0.8158444263
959	0.8154955207
960	0.8152875693
961	0.8150572234
962	0.8148051374
963	0.814596613
964	0.8143698251
965	0.8138870523
966	0.8137495636
967	0.813337646
968	0.8131673498
969	0.8128248582
970	0.8125423906
971	0.8118926441
972	0.8118064757
973	0.8112177177
974	0.8110763212
975	0.8109299549
976	0.810597603
977	0.8096459537
978	0.8093166869
979	0.8092049672
980	0.8089430968
981	0.8086281992
982	0.8080793209
983	0.8075080915
984	0.8073599134
985	0.8072804703
986	0.8070799313
987	0.8067902861
988	0.8065564694
989	0.8063425042
990	0.8062686056
991	0.8056801219
992	0.8053360457
993	0.8052208714
994	0.8051595156
995	0.8049575817
996	0.8046811189
997	0.8045885518
998	0.8041254145
999	0.8036567553
1000	0.8033012246
1001	0.8031692746
1002	0.8028994504
1003	0.8024702174
1004	0.8024093653
1005	0.8022207632
1006	0.8017513033
1007	0.8013147415
1008	0.8011036415
1009	0.8008475228
1010	0.8004325938
1011	0.7999820907
1012	0.7996368402
1013	0.7994827387
1014	0.79918495
1015	0.7986920659
1016	0.7979864921
1017	0.7973352762
1018	0.7971860312
1019	0.7970280969
1020	0.7965115029
1021	0.796277229
1022	0.7960019962
1023	0.7956202694
1024	0.7953790001
1025	0.7953075354
1026	0.7949679214
1027	0.7948451646
1028	0.7947313275
1029	0.7945586115
1030	0.7943132023
1031	0.7941827091
1032	0.7937727312
1033	0.7936555024
1034	0.7934047177
1035	0.7932302571
1036	0.7926933678
1037	0.7920119382
1038	0.7915631973
1039	0.7913659554
1040	0.7911371448
1041	0.7907114678
1042	0.7903869985
1043	0.7900160363
1044	0.7897704944
1045	0.7893861896
1046	0.7892897222
1047	0.7891321169
1048	0.7886869826
1049	0.7884045008
1050	0.7882453105
1051	0.7881283187
1052	0.7876328205
1053	0.7871346051
1054	0.7870274563
1055	0.7865076909
1056	0.7861837011
1057	0.7859486626
1058	0.7857394321
1059	0.7854279668
1060	0.7853121196
1061	0.7847472621
1062	0.7842640876
1063	0.783867249
1064	0.7838028294
1065	0.7834293938
1066	0.7829643276
1067	0.7824580562
1068	0.78224673
1069	0.7817598146
1070	0.7816726595
1071	0.7812855732
1072	0.7810195464
1073	0.7808661482
1074	0.7806208532
1075	0.7801205413
1076	0.7799643129
1077	0.7795880386
1078	0.7793783468
1079	0.7792686587
1080	0.7791687382
1081	0.7789902107
1082	0.7787039864
1083	0.7786047688
1084	0.778139768
1085	0.7779980804
1086	0.7777955888
1087	0.7776233339
1088	0.7774216153
1089	0.7773169699
1090	0.7770246127
1091	0.7768611056
1092	0.7765264064
1093	0.7761940741
1094	0.7758317384
1095	0.7755432829
1096	0.7749006111
1097	0.7746512275
1098	0.7742912484
1099	0.7739208551
1100	0.7737699511
1101	0.7736595444
1102	0.7735579549
1103	0.7733971973
1104	0.7731480941
1105	0.7728224733
1106	0.7726126179
1107	0.7724953057
1108	0.772291534
1109	0.7720104739
1110	0.7716565043
1111	0.7712773297
1112	0.770726467
1113	0.7704043181
1114	0.7703088984
1115	0.7699907233
1116	0.7699338676
1117	0.7698509645
1118	0.7695446562
1119	0.769394825
1120	0.7689174959
1121	0.7688055026
1122	0.7683981404
1123	0.7681757292
1124	0.7679932895
1125	0.7677918312
1126	0.767514782
1127	0.7671767336
1128	0.7671136446
1129	0.7669801657
1130	0.7668029407
1131	0.7666318747
1132	0.76653843
1133	0.766215847
1134	0.7655971512
1135	0.7653500603
1136	0.7652531604
1137	0.7651199407
1138	0.7650869198
1139	0.7647312685
1140	0.7645355736
1141	0.764418197
1142	0.764380229
1143	0.7638560329
1144	0.7637627144
1145	0.7631270142
1146	0.7630331824
1147	0.7629992791
1148	0.7624822854
1149	0.7621117726
1150	0.7615963499
1151	0.761404137
1152	0.7611456741
1153	0.760889524
1154	0.7607013268
1155	0.7602548094
1156	0.7601388191
1157	0.7598005934
1158	0.7597386499
1159	0.7597013938
1160	0.7595839445
1161	0.7594202812
1162	0.7593790318
1163	0.7592041052
1164	0.7591398295
1165	0.75905592
1166	0.7587956199
1167	0.75872162
1168	0.7585740253
1169	0.7583823521
1170	0.757897988
1171	0.757782358
1172	0.7576192486
1173	0.7575493782
1174	0.7569746669
1175	0.7564316881
1176	0.7556330534
1177	0.755525505
1178	0.7554202484
1179	0.7549758024
1180	0.7547970295
1181	0.7546864341
1182	0.7543589018
1183	0.7541468502
1184	0.7541045626
1185	0.7539603606
1186	0.7538611619
1187	0.7535628849
1188	0.7533629919
1189	0.7532417028
1190	0.7530715639
1191	0.7528680317
1192	0.7526277631
1193	0.752465522
1194	0.7521611082
1195	0.7517934942
1196	0.7517364434
1197	0.7516284471
1198	0.7511313991
1199	0.7510463663
1200	0.7508792151
1201	0.7506129962
1202	0.75053752
1203	0.7502275793
1204	0.7500598652
1205	0.7495812889
1206	0.7491488001
1207	0.7487907287
1208	0.7485677854
1209	0.7484362796
1210	0.7481808054
1211	0.7477714661
1212	0.7474905473
1213	0.7470447946
1214	0.7467602073
1215	0.7464485915
1216	0.7459823072
1217	0.7458041634
1218	0.7451639325
1219	0.7449513371
1220	0.7448898161
1221	0.7444474494
1222	0.7442469469
1223	0.7439769896
1224	0.7438385906
1225	0.7436276791
1226	0.7435521308
1227	0.7431431328
1228	0.7430032403
1229	0.7428382957
1230	0.7426031984
1231	0.7424378687
1232	0.7420815076
1233	0.7416332661
1234	0.7415808638
1235	0.7414546712
1236	0.741240618
1237	0.7406068768
1238	0.7403936048
1239	0.7401480913
1240	0.7397608733
1241	0.73959186
1242	0.7395161782
1243	0.7392969148
1244	0.7391045447
1245	0.7387935549
1246	0.7386689108
1247	0.738472543
1248	0.7383396284
1249	0.7381780653
1250	0.7379791087
1251	0.7376341896
1252	0.7374946656
1253	0.7372933472
1254	0.7370787945
1255	0.736970268
1256	0.7366808534
1257	0.7365712423
1258	0.7359554637
1259	0.735098693
1260	0.7349597821
1261	0.7348879626
1262	0.7345973377
1263	0.7342453277
1264	0.7340123512
1265	0.7337051948
1266	0.7335328388
1267	0.7332447439
1268	0.7331377467
1269	0.7323765355
1270	0.731948038
1271	0.7315578102
1272	0.7312459825
1273	0.7311585999
1274	0.7311242375
1275	0.7309497908
1276	0.7308430187
1277	0.7306703597
1278	0.7306084697
1279	0.7304682529
1280	0.7303190779
1281	0.7299084893
1282	0.7294763343
1283	0.7291865044
1284	0.7287772373
1285	0.7286963413
1286	0.7285925449
1287	0.728304766
1288	0.7281533792
1289	0.7280085079
1290	0.7278759517
1291	0.7275132688
1292	0.727254998
1293	0.7266217233
1294	0.7263902852
1295	0.7262164957
1296	0.7254565571
1297	0.7252456201
1298	0.7247557665
1299	0.7243019497
1300	0.7241516236
1301	0.7237874396
1302	0.7234305773
1303	0.7231226082
1304	0.722986591
1305	0.7226194656
1306	0.7225221681
1307	0.7223100023
1308	0.7222200437
1309	0.7220816722
1310	0.7218793725
1311	0.7214490691
1312	0.7213086534
1313	0.7210729138
1314	0.7208791186
1315	0.7207469503
1316	0.7206696557
1317	0.7205011533
1318	0.7203729938
1319	0.7202656381
1320	0.7198975135
1321	0.7196204167
1322	0.719523099
1323	0.7190705544
1324	0.7189409288
1325	0.7186771137
1326	0.7186039056
1327	0.7183873534
1328	0.7179310024
1329	0.7177451787
1330	0.7173142775
1331	0.7171905288
1332	0.7169660783
1333	0.7168051541
1334	0.7167036373
1335	0.7165096971
1336	0.7163680986
1337	0.7163133349
1338	0.7162019582
1339	0.716057774
1340	0.7156969434
1341	0.7156287825
1342	0.7153337162
1343	0.7151126292
1344	0.714890426
1345	0.7145230344
1346	0.7142903155
1347	0.7142302457
1348	0.7141289484
1349	0.7140015168
1350	0.7139190959
1351	0.7137526979
1352	0.7136679594
1353	0.7135269711
1354	0.7131471804
1355	0.7130167215
1356	0.7129470976
1357	0.7128443344
1358	0.7123646692
1359	0.7122064649
1360	0.7121019878
1361	0.7120645792
1362	0.7120067308
1363	0.7118450304
1364	0.7116921525
1365	0.7114020533
1366	0.7112638259
1367	0.7110456515
1368	0.7108813601
1369	0.7106507582
1370	0.7100849776
1371	0.7100349142
1372	0.7100007137
1373	0.7098180893
1374	0.7097348219
1375	0.7096788615
1376	0.7094560059
1377	0.7092775994
1378	0.7091428728
1379	0.7090664873
1380	0.7088946589
1381	0.7087545434
1382	0.7085729315
1383	0.7083618843
1384	0.7080825226
1385	0.7079202052
1386	0.7076310815
1387	0.7074817311
1388	0.7069363223
1389	0.7068404997
1390	0.706626722
1391	0.7065411248
1392	0.7065145045
1393	0.7064429372
1394	0.7063131242
1395	0.7061204382
1396	0.7060806756
1397	0.7060183698
1398	0.7056350614
1399	0.7054153014
1400	0.7049822241
1401	0.70487075
1402	0.7046925166
1403	0.704610016
1404	0.703864881
1405	0.7037108606
1406	0.7036310419
1407	0.703578441
1408	0.7034878003
1409	0.7032493571
1410	0.7031096732
1411	0.7029441016
1412	0.7028646394
1413	0.7026951773
1414	0.7026428918
1415	0.7026023662
1416	0.7022463886
1417	0.7022080188
1418	0.7020071199
1419	0.7015845519
1420	0.7013824359
1421	0.7011034937
1422	0.7010320898
1423	0.7001155874
1424	0.6999816421
1425	0.6998158379
1426	0.6995461427
1427	0.6995109613
1428	0.6994339287
1429	0.6991854033
1430	0.6990006055
1431	0.698717284
1432	0.6984846477
1433	0.6982181202
1434	0.698022033
1435	0.6979040983
1436	0.6977847272
1437	0.697585101
1438	0.697554593
1439	0.6974863504
1440	0.6968521145
1441	0.6967962436
1442	0.6967231202
1443	0.6964974308
1444	0.6963133121
1445	0.6960734111
1446	0.6959908156
1447	0.6959054843
1448	0.6958329974
1449	0.6954126157
1450	0.6952802336
1451	0.6948976452
1452	0.6947415733
1453	0.6945046646
1454	0.6944170881
1455	0.6938444784
1456	0.6934591229
1457	0.6930004514
1458	0.6928892554
1459	0.6927603283
1460	0.6925634444
1461	0.6921707088
1462	0.6917745359
1463	0.6917171037
1464	0.6916560753
1465	0.6914877754
1466	0.6913713691
1467	0.6911302819
1468	0.6910881666
1469	0.6908294972
1470	0.690459151
1471	0.6904124158
1472	0.6900619189
1473	0.6896671431
1474	0.6895656278
1475	0.6894144204
1476	0.689272606
1477	0.6891944311
1478	0.6888745459
1479	0.6887196996
1480	0.6885595944
1481	0.6885134809
1482	0.6882372302
1483	0.6878130734
1484	0.6873869324
1485	0.6873290284
1486	0.6871669983
1487	0.6867385404
1488	0.6864447551
1489	0.6861998223
1490	0.6860842542
1491	0.6859070395
1492	0.6856295036
1493	0.6855427076
1494	0.6850125313
1495	0.6848135044
1496	0.6847324173
1497	0.6846443334
1498	0.6845563167
1499	0.6844325826
1500	0.6841590603
1501	0.6840696419
1502	0.6839613869
1503	0.6839048882
1504	0.6838222875
1505	0.6835921562
1506	0.6833073221
1507	0.6832566233
1508	0.6831745917
1509	0.6823830224
1510	0.6823159858
1511	0.6817864031
1512	0.6815894775
1513	0.6815461287
1514	0.6814910501
1515	0.6813455444
1516	0.6811955577
1517	0.6810752197
1518	0.6810141608
1519	0.6808170953
1520	0.6807118655
1521	0.6805364244
1522	0.6804175413
1523	0.6803816759
1524	0.6801372711
1525	0.6799569015
1526	0.679576337
1527	0.6794286936
1528	0.6788599732
1529	0.6787723883
1530	0.6785454835
1531	0.6783992659
1532	0.6783151329
1533	0.6781366901
1534	0.6780302488
1535	0.6779097801
1536	0.6778557502
1537	0.6777368357
1538	0.6775931369
1539	0.6775110081
1540	0.6773330664
1541	0.6771746896
1542	0.6770774189
1543	0.676723247
1544	0.6765383337
1545	0.6764707287
1546	0.6764151204
1547	0.6762692736
1548	0.6760941361
1549	0.6760389994
1550	0.6759451112
1551	0.6758194866
1552	0.6757728695
1553	0.6757170751
1554	0.6755364961
1555	0.6746313887
1556	0.6745617225
1557	0.6743653721
1558	0.6742103066
1559	0.6736526293
1560	0.6734694912
1561	0.6734041952
